tweetid,userid,class,type,form,teasing,author_role,emotion,tweettext
101450786248212480,210176438,n,,,,,,
103572152313331712,187977029,n,,,,,,
109026169298497536,357183125,n,,,,,,
102549173668294656,323321322,n,,,,,,
103111053377929216,163144222,y,self-disclosure,other,n,victim,none,
104335487988269056,161882495,n,,,,,,
106778495681708032,281817133,n,,,,,,
107177093162483713,127625761,n,,,,,,
108196648378839040,239481491,n,,,,,,
108746873703112704,222710204,y,accusation,other,n,accuser,none,
101382250020614145,269641166,n,,,,,,
102630777363234816,306001774,n,,,,,,
106868048434176000,43580078,n,,,,,,
107212700664348673,192587175,n,,,,,,
105124970711105539,172149255,n,,,,,,
105466990986141696,106335199,n,,,,,,
100989100592599040,129903842,y,self-disclosure,other,n,defender,empathy,@Tyler_Tyty *bullied
101469251923230721,177387142,n,,,,,,"@HPotterAlways Eu me cadastrei no 2º eu tinha aula, e acordei 4h30 da manhã OK´QWOKS. Mas eu sofro bullying aqui e não recebi o e-mail ):"
101841358007971840,212357588,n,,,,,,@Tori_1098 @vincastronovo @dapitbull63 @austinmahone lmfao ur crying bc u died. SO SELFISH!!! lol jk jk ;P
106148149600600064,214028745,n,,,,,,caio castro fazendo bullying com a(o) pereirão DDDDDDDD:
109103477866762240,75077357,n,,,,,,"Dou um empurrão em uma pessoa, isso se chama : - › EU : empurrão. › › SOCIEDADE : bullying ! http://t.co/zmQzdO5"
101411259290877952,107519186,n,,,,,,SF Schools Expand Bullying Prevention Program - KDLT News http://t.co/9A1q9qt
101412462523461632,304698316,y,self-disclosure,physical,n,victim,none,Brodie’s law to be used to cut out school bullying – Sydney Morning Herald: Students or parents involved in cybe... http://t.co/sVTK3gy
106297618698731520,297269612,y,self-disclosure,other,n,victim,sadness,"@gabriel_chalita saiu 1 reportagem acho que na @revistasuper ""Superinteressante"" sobre Bullying, eu não tenho certeza se é nela, vi de longe"
108828051491651584,97068125,n,,,,,,Un poco de bullying en la odontoma
108961899621789696,248892527,y,report,other,n,reporter,none,Fresno Bully Rescue. CA. Be sure to check out our website to see all the latest adoptable dogs at our shelter... http://t.co/35uSGwB
102007030360973312,289602042,y,accusation,other,n,accuser,none,hg a @MayaraClemente_ sofreu bulling na sala de aula! UHASDHUASUHDASUDUASDUH se sabe q eu te amo né jumenta? *-*
102152636203151360,246685999,n,,,,,,i usually can stand jim gray but today i was rooting for him to bully that inept ref #boxing @AntonioTarver
101654583021023233,214507236,n,,,,,,@CassJoann Hahahah xD Me haces bullying
103750668170444800,233568916,n,,,,,,"Senhor Pena sofria bullying no galinheiro e, agora, vive sua vingança em restaurante"
101456647330865152,60352762,n,,,,,,Quelling a bully screed... Educating voters... Helping shed some blue light in a red state... Best Sunday in a long time.
101499780613685249,309374000,n,,,,,,To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/xbn3ycgc4f
102934258259206145,331340562,y,self-disclosure,other,n,defender,none,"Hoje eu tentei estudar, mas sofri bullying pelos meus amigos queridos @henriqlr e o @lgschmeisser :)"
108213945730482176,63125455,y,self-disclosure,other,n,defender,none,"Hoje dei como tema para um debate 'bullying' uma galera: 'UUUUU', bullying deve ser debatido dia&noite."
106039023943942144,113866343,y,self-disclosure,other,n,bully,none,"""Never be bullied into silence. Never allow yourself to be made a victim. Accept no one’s definition of..."" http://t.co/HFVW8Mv"
106085303063810048,210841544,n,,,,,,"@DNas shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..PrinceOfPersias..TwistedMetalBlack..etc"
108638723868069889,248952808,n,,,,,,"@macstein no jor, I bully Ў☺ΰ in a subtle way, leave d details to me"
109022869564043264,312811873,n,,,,,,Não é bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais. http://t.co/LUAfBdH
101010060557299712,328722660,n,,,,,,I just kick over a homeless dude house......  I'm such a bully #thugLife
103510524691623938,59044624,y,report,other,n,reporter,none,@catherinebray STOP BULLYING YOUR MUM ABOUT HER GUMS
104099884206002177,248078469,y,self-disclosure,other,n,victim,none,"Bullying Victims See Lower GPAs, Particularly High Achieving Blacks and Latinos, Study Shows http://t.co/WEa5ieQ"
100676606984597504,190932901,n,,,,,,@vdashbrown No bully
101419201343926272,158557580,n,,,,,,That wass my babee / BULLY ! ( :
103292290423984128,49462902,y,report,other,n,reporter,none,I'm being bullied by @2amv (-_-) ...
104741285600047104,262914441,y,self-disclosure,other,n,defender,none,@mtvnews Do you have any advice for a girl who gets bullied a lot at school??? How do you stay so confident?? #MTVGaga
106403359669497856,129026005,n,,,,,,To sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. http://tumblr.com/x6j3ycm8iz
106810730900230144,268396987,n,,,,,,"Meninos do Tumblr são assim: - › Meninas do Tumblr são assim: › › E eu, sou assim: › › Isso é bullying. http://tumblr.com/xkc40tq1x3"
108698411410276352,254264082,n,,,,,,@quinhodelarosa Amor eu to sofrendo bulling na escola sabia ?
100267985662509057,100990234,n,,,,,,não é bullying quando é com a professora de matemática.
105766860124983297,101938638,n,,,,,,@Imkidrauhl_ Haters gonna hate because they are jealous! I get bullied & I know how it feels but please put a smile on your face?:) &lt;3
107012147111927808,315873987,n,,,,,,"@ben_hatton I am hard on myself because I've been bullied and that. And you are, trust me okay?x"
101490272122314752,322301883,n,,,,,,"@Hugocarrascoo jajaja yo no hago bullying, soy buena! ;) y sii soy muy enamoradiza! x'D"
102047801571147776,319804978,n,,,,,,faz cara de colírio já to praticando bullying e vocês?
102565631676780544,58294162,n,,,,,,"Being bullied into admitting someone's cute, never thought that would happen :|"
106132504364322816,60386562,y,report,other,n,reporter,none,"i want to be a cyber-bully, which of you losers is going to tell me how to go about it, please."
107524619417821184,297608762,y,accusation,other,y,accuser,none,"Dou um empurrão em uma pessoa, isso se chama :
EU : empurrão
SOCIEDADE : bullying !"
107960533910691841,359672504,n,,,,,,@nicollezinha1 @Anniiinhah_ a nicol sofreu bullying kkkkkkkkkk
104871679968284672,245791217,n,,,,,,"Tehachapi Unified School District makes major policy changes. #SethWalsh #bullying #education
http://ow.ly/64c2O"
105805707600863232,56124649,n,,,,,,BULLYING is NOT ok. I really want everyone to get a long. This is such a big problem all around the world! #StopBullying
102002576534409216,350026679,y,report,other,n,reporter,none,#FF THIS PERSON WAS BULLIED BY JESSICA AND THOSE WHO DON'T LIKE OR TALK TO JESSICA SHOULD FOLLOW THIS TWITTER OK. - @jessicahate
103152108387303424,236866301,n,,,,,,agora é jessie j sobre bullying
108163965749698560,59820085,n,,,,,,"Yeah, that should put an end to the bullying - I know it’s Thursday, Thursday, but I gotta post this on... http://tumblr.com/xbr4164lxe"
108761956445458432,24202929,n,,,,,,#ThingsWeNeedToChange Bullying between teenagers! Definitely is what I think we need to change
104343923446648833,195969857,n,,,,,,Não é bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais. http://t.co/iq3UheW
106758594636169216,36709386,y,accusation,other,n,accuser,anger,@J2ocean all you do is bully me :(
107550412508364801,61218758,y,self-disclosure,other,n,defender,none,"@thamis_ suuuuuuuumemo, bulling nela ! hahahah"
108703628696616960,100086004,n,,,,,,Mis hermanas me hacen bullying :(
108950295761002496,19431976,n,,,,,,"Victim response may be key to curb bullying, study says http://t.co/xp2HSme"
109098233137082368,363493979,y,self-disclosure,other,n,victim,none,@HuffingtonPost being black and being bullied in America is nothing new to the majority of black people #dontfetit
103511506330714112,29846270,n,,,,,,"This little boy bulling his baby brother ,"
105761192269721600,168851358,y,self-disclosure,other,n,defender,none,"So today in my teen leadership class, this girl started crying cuz she's getting bullied. She almost took her life. Words hurt #stopbullying"
104619665032085504,351209780,n,,,,,,"@nafaaal Wahahahhaa, ya me están haciendo bullying :C xD"
106408861480652800,307274107,y,self-disclosure,other,n,defender,none,"@JKility Yeaah I am! and im younger than you, you're being bullied by someone younger, thats even funnier. &gt;:D ahaha"
108361100478775296,322917463,y,report,other,n,reporter,none,@biancagabardo bullying detected
100314684351201280,180289084,n,,,,,,My friends are some bullies btw lolx they get a kick out of bullying smh #randomthought
102200003287715841,21774456,y,self-disclosure,other,y,victim,none,Bully!
106081947264102400,139202991,n,,,,,,"Bullying is my ability. But, gotta hide that from my new school"
108332493530333184,197154206,n,,,,,,@TedCollins83 No...just bully pits. From what I remember the Johnson Line are good Am Bulldog. If u just want a pet id try a rescue.
103097898278993920,38228165,y,self-disclosure,other,n,victim,sadness,@mariiacaca @pedro_Sn @juuh_gonzales ISSO É BULLYING
103864701221470208,37285065,n,,,,,,
104159044255748096,284439233,n,,,,,,
105434008657211392,295895603,n,,,,,,
108222328235761664,164486284,y,self-disclosure,other,n,victim,none,
103087278120898560,340905220,n,,,,,,
103254349622415360,170825040,n,,,,,,
106926688671236096,28157282,y,report,other,n,reporter,none,
101661635697053696,119702894,n,,,,,,
102584410221711361,72824255,n,,,,,,
102596305574051840,105673740,n,,,,,,
103117271785930753,312958673,n,,,,,,
103188636752818176,146309454,y,self-disclosure,cyberbullying,n,victim,anger,
104019461287329792,343522479,n,,,,,,
105797253746278400,145817085,n,,,,,,
104997458282676224,104670896,y,self-disclosure,other,n,bully,none,
108036659697811456,69800288,y,self-disclosure,other,n,defender,empathy,
100269905982668801,80169437,n,,,,,,
103400962357600257,8116082,n,,,,,,
104033713058353152,338174714,n,,,,,,
106050207476752385,333613320,n,,,,,,
108658106896097281,332020349,y,report,other,n,reporter,none,
104052222920376321,34170132,n,,,,,,
100283157961637888,108452386,n,,,,,,
100631782810066944,109928532,n,,,,,,
102443901415206913,130522245,n,,,,,,
102606116449566720,179570413,n,,,,,,
103112822862516224,90337553,n,,,,,,
103326291289325568,246904112,n,,,,,,
109093472845312000,295410899,y,self-disclosure,other,n,victim,none,
101668002965106688,14095455,n,,,,,,
102536158550036480,329047293,n,,,,,,
103512154174529536,53158759,y,self-disclosure,other,y,bully,none,
103905926033055744,41167377,y,self-disclosure,other,n,victim,none,
106889677897875456,44245386,n,,,,,,
101708881255866368,86191624,n,,,,,,
102056443900997633,14322601,n,,,,,,@zoe960 @BigGuzz @husenrosadi @Dannyel_SOC wkwkwkwk abis dah gw di bully disini ahaha ampooonn!!!!
102526251826282496,82960648,y,self-disclosure,other,n,bully,none,@owillis @rootless_e don't know their plan so weak leaders they r like follwers on school payground they go after the kid the bully go after
102236564091973632,60206837,n,,,,,,"""Seu merda"" - ""Isso é bullying"" - ""Só se for com a merda""."
102544753048035329,185466563,y,report,other,n,reporter,none,"America loves the underdog as an archetype, but is itself far removed from the actuality of being the underdog. We are the bully."
106235664768573441,38167652,y,self-disclosure,other,n,victim,none,"Dear hair, now ur just being a bully! #leavemyfacealone!"
107308026230358016,235393532,n,,,,,,Hoelaat begint bully beat down..??
108288834495709184,20770172,n,,,,,,Não é bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais. http://t.co/mBm8Djs
101024982536163329,42273680,n,,,,,,@all_lightskin24 follow bck bully
101734861127159808,222853108,y,report,cyberbullying,n,reporter,none,Sure this bus is the early teen bully bus :@
102180750169882624,277578485,y,accusation,other,n,accuser,none,Christian Bully?: A local St. Mary's County woman recently confronted a grieving father about an unsubstantiate... http://t.co/7sYw98q
104067629576232960,305250835,y,self-disclosure,other,n,victim,none,#bieberfact Justin has been a victim of cyber bullying!!!! :(
105913249534451712,183541254,y,report,other,n,reporter,none,"Lmao XD ""@Cycokid22: Lol Rebecca Black got homeschooled for being bullied alot."""
102145400827420672,75821585,y,accusation,other,n,accuser,none,#Np Bully - Three Days Grace ♥
103319996435922944,15894608,n,,,,,,Sometimes you just got to punch a Bully in the mouth.
103508658742235137,337239157,n,,,,,,"@TakeAStand2Day 
No problem and thank you for what your doing about bullies and I will take a stand against bullying. (Thang again).!!!!!!!!"
105581974114156544,133194115,n,,,,,,@eljorobado #bullying
107583934933630976,143626623,n,,,,,,How To Stop Bullying - Information You Need: Bullying no longer happens just on the school playground. The probl... http://bit.ly/oEuF3G
102407450606575616,340973071,n,,,,,,«@keystonepol Philadelphia's Anti-Bullying Programs a Model for Nation http://t.co/XQU0KIs #papolitics»
103920673482752000,143044268,n,,,,,,57 incidents of potential bullying reported in school district - http://bo.st/oRJUZ9
103933440474357760,68030205,n,,,,,,"Seriously, does anyone who's worked not have a story about workplace #bullying from some time in their career? Just curious."
100249586135863296,285422830,y,self-disclosure,other,n,victim,none,@djlogansama u lot should be bullying that league man.
103161128187731968,301063522,y,self-disclosure,other,n,victim,none,sofro bulling do amor
103542595740905472,340840835,y,accusation,cyberbullying,n,accuser,none,Dailymotion - Casey Heynes vs Bully http://t.co/azxBimV via @DailymotionENSERIO VEAN ÉSTE VIDEO ESTÁ CAGADÍSIMO!
104788425256878080,155489051,n,,,,,,Mad that someone I'm not fond of is in one of my classes. #Bully
109069736167481344,116262393,n,,,,,,"“@HellenLapas: Sofro bullying na escola..... Why the hell tem um saco de tampinhas de refrigerantes na minha mochila, @Louise_Duarte?”love u"
100190763081674752,17749464,n,,,,,,"@YNWA_16 @alexrpayne im not talking to you anymore, you just bully me :P"
106345256156545024,141682899,n,,,,,,"@Moccochang Você sofre bullying? Acho que sim né, vai fazer algo que preste ao invés de ficar irritando os outros. E eu sou mt trouxa..."
108420861597458432,84780749,n,,,,,,#bb13 WOOHOO I'm so glad Jeff got evicted. He thinks he can say & do what he wants to people. He's such a bully. Aww Dani ur girls came thru
100441996338020352,79432880,y,accusation,other,n,accuser,none,"[Fan]: My friend keep bullying me huhu[Jonghyun]: Who is that, bring him/her over~! #JjongUFOReplies"
104774833098858496,64664329,n,,,,,,"Bully of the playground, I will not let you slide BITCH !"
105214400251691008,86890296,n,,,,,,@x_aye_itsTAY ur seven feet tall when u stand on top off TWO chairs lol and yes i remember u gettin bullied like the lil person u are! haha
107105617331748864,122605401,n,,,,,,"the WWE having an anti-bullying campaign will never, ever make a single ounce of sense."
